Column1,Column2,Column3,Column4,Column5
Generated on: 2025-06-18,,,,
Course Code,Faculty Initial,Section,Seats,Time
MGT101,MSHS,3,44/44,ST 04:50 PM - 06:20 PM
MGT101,MSHS,4,43/44,TR 03:10 PM - 04:40 PM
MGT101,USN,5,42/44,TR 03:10 PM - 04:40 PM
MGT101,USN,6,44/44,MW 10:10 AM - 11:40 AM
MGT101,KAWSAR,7,43/44,MW 11:50 AM - 01:20 PM
MGT101,KAWSAR,8,44/44,MW 03:10 PM - 04:40 PM
MGT251,FF,1,44/44,MW 01:30 PM - 03:00 PM
MGT251,KH,2,44/44,MW 03:10 PM - 04:40 PM
MGT251,SVA,3,44/44,MW 11:50 AM - 01:20 PM
MGT251,SVA,4,43/44,ST 03:10 PM - 04:40 PM
MGT251,TPE,5,44/44,MW 03:10 PM - 04:40 PM
MGT251,ADAS,6,45/45,T 03:10 PM - 04:40 PM
MGT251,ADAS,6,45/45,R 03:10 PM - 04:40 PM
MGT251,SDRN,7,44/44,MW 04:50 PM - 06:20 PM
MGT337,SAM,1,44/44,MW 10:10 AM - 11:40 AM
MGT337,SNS,2,44/44,S 01:30 PM - 03:00 PM
MGT337,SNS,2,44/44,R 01:30 PM - 03:00 PM
MGT337,SNS,3,43/44,T 03:10 PM - 04:40 PM
MGT337,SNS,3,43/44,R 03:10 PM - 04:40 PM
MGT337,ASIFSAMI,4,42/44,TR 08:30 AM - 10:00 AM
MGT337,ASIFSAMI,5,44/44,S 10:10 AM - 11:40 AM
MGT337,ASIFSAMI,5,44/44,R 10:10 AM - 11:40 AM
MGT337,AHNAF,6,43/44,TR 08:30 AM - 10:00 AM
MGT337,AHNAF,7,44/44,TR 10:10 AM - 11:40 AM
MGT421,TBA,1,11/35,MW 10:10 AM - 11:40 AM
MGT480,JU,1,39/40,MW 01:30 PM - 03:00 PM
MGT480,JU,2,38/40,TR 01:30 PM - 03:00 PM
MGT480,FF,3,40/40,MW 11:50 AM - 01:20 PM
MGT480,RUA,4,41/41,ST 01:30 PM - 03:00 PM
MGT480,OF,5,44/44,ST 03:10 PM - 04:40 PM
MGT600,OF,1,36/36,T 06:30 PM - 09:30 PM
MGT600,FARUQ,2,35/35,M 06:30 PM - 09:30 PM
MIS101,MARN,1,35/35,R 01:30 PM - 03:00 PM
MIS101,MARN,1,35/35,T 01:30 PM - 03:00 PM
MIS101,BHE,2,35/35,W 01:30 PM - 03:00 PM
MIS101,BHE,2,35/35,M 01:30 PM - 03:00 PM
MIS101,BHE,3,35/35,R 01:30 PM - 03:00 PM
MIS101,BHE,3,35/35,T 01:30 PM - 03:00 PM
MIS101,BHE,4,35/35,T 11:50 AM - 01:20 PM
MIS101,BHE,4,35/35,S 11:50 AM - 01:20 PM
MIS101,MUNIRA,5,35/35,S 04:50 PM - 06:20 PM
MIS101,MUNIRA,5,35/35,T 04:50 PM - 06:20 PM
MIS101,MUNIRA,6,35/35,R 03:10 PM - 04:40 PM
MIS101,MUNIRA,6,35/35,T 03:10 PM - 04:40 PM
MIS101,TBA,7,35/35,W 03:10 PM - 04:40 PM
MIS101,TBA,7,35/35,M 03:10 PM - 04:40 PM
MIS101,TBA,8,34/35,M 04:50 PM - 06:50 PM
MIS101,TBA,8,34/35,W 04:50 PM - 06:20 PM
MIS101,TBA,9,33/35,M 08:30 AM - 10:00 AM
MIS101,TBA,9,33/35,W 08:30 AM - 10:00 AM
MIS305,ASM,1,33/35,TR 10:10 AM - 11:40 AM
MIS305,MMRN,2,33/35,MW 01:30 PM - 03:00 PM
MIS305,MARN,3,35/35,M 10:10 AM - 11:40 AM
MIS305,MARN,3,35/35,W 10:10 AM - 11:40 AM
MIS305,MARN,4,33/35,MW 01:30 PM - 03:00 PM
MIS305,MUNIRA,5,34/35,MW 01:30 PM - 03:00 PM
MIS305,MUNIRA,6,33/35,MW 03:10 PM - 04:40 PM
MIS305,TBA,7,0/0,MW 04:50 PM - 06:20 PM
MIS401,MMRN,1,35/35,M 10:10 AM - 11:40 AM
MIS401,MMRN,1,35/35,W 10:10 AM - 11:40 AM
MIS402,ASM,1,23/30,TR 01:30 PM - 03:00 PM
MIS404,MMRN,1,33/35,ST 03:10 PM - 04:40 PM
MIS406,BHE,1,20/30,MW 11:50 AM - 01:20 PM
MIS415,ASM,1,34/34,MW 03:10 PM - 04:40 PM
MIS421,MARN,1,35/35,S 10:10 AM - 11:40 AM
MIS421,MARN,1,35/35,T 10:10 AM - 11:40 AM
MIS501,ASM,1,37/37,M 06:30 PM - 09:30 PM
MIS501,MMRN,2,35/36,S 06:30 PM - 09:30 PM
MIS7101,MARN,1,0/0,R 01:30 PM - 03:00 PM
MIS7101,MARN,1,0/0,T 01:30 PM - 03:00 PM
MIS7101,BHE,2,1/1,M 01:30 PM - 03:00 PM
MIS7101,BHE,2,1/1,W 01:30 PM - 03:00 PM
MIS7101,BHE,3,0/0,R 01:30 PM - 03:00 PM
MIS7101,BHE,3,0/0,T 01:30 PM - 03:00 PM
MIS7101,BHE,4,0/0,S 11:50 AM - 01:20 PM
MIS7101,BHE,4,0/0,T 11:50 AM - 01:20 PM
MIS7101,MUNIRA,5,0/0,S 04:50 PM - 06:20 PM
MIS7101,MUNIRA,5,0/0,T 04:50 PM - 06:20 PM
MIS7101,MUNIRA,6,0/0,R 03:10 PM - 04:40 PM
MIS7101,MUNIRA,6,0/0,T 03:10 PM - 04:40 PM
MIS7101,TBA,7,0/0,M 03:10 PM - 04:40 PM
MIS7101,TBA,7,0/0,W 03:10 PM - 04:40 PM
MIS7101,TBA,8,0/0,M 04:50 PM - 06:50 PM
MIS7101,TBA,8,0/0,W 04:50 PM - 06:20 PM
MIS7101,TBA,9,1/1,M 08:30 AM - 10:00 AM
MIS7101,TBA,9,1/1,W 08:30 AM - 10:00 AM
MKT101,MFF,1,17/17,TR 10:10 AM - 11:40 AM
MKT101,MAH,2,15/17,TR 04:50 PM - 06:20 PM
MKT101,MHZ,3,15/17,ST 01:30 PM - 03:00 PM
MKT101,RZ,4,17/17,T 01:30 PM - 03:00 PM
MKT101,RZ,4,17/17,R 01:30 PM - 03:00 PM
MKT101,SNS,5,15/17,MW 10:10 AM - 11:40 AM
MKT101,DMAF,6,13/15,MW 08:30 AM - 10:00 AM
MKT101,DMAF,7,12/15,R 08:30 AM - 10:00 AM
MKT101,DMAF,7,12/15,T 08:30 AM - 10:00 AM
MKT101,TBA,8,19/19,MW 01:30 PM - 03:00 PM
MKT101,TBA,9,17/17,MW 03:10 PM - 04:40 PM
MKT101,TBA,10,17/17,TR 03:10 PM - 04:40 PM
MKT101,TBA,11,0/0,ST 01:30 PM - 03:00 PM
MKT201,RZ,1,44/44,MW 01:30 PM - 03:00 PM
MKT201,SNS,2,45/45,MW 01:30 PM - 03:00 PM
MKT201,DMAF,3,43/44,MW 10:10 AM - 11:40 AM
MKT201,TBA,4,41/44,MW 10:10 AM - 11:40 AM
MKT201,MISA,5,42/44,ST 01:30 PM - 03:00 PM
MKT201,DMFI,6,42/44,SR 08:30 AM - 10:00 AM
MKT201,DMFI,7,41/44,SR 10:10 AM - 11:40 AM
MKT201,TBA,8,41/44,TR 04:50 PM - 06:20 PM
MKT401,SAM,1,22/40,ST 01:30 PM - 03:00 PM
MKT401,MHZ,2,40/40,MW 01:30 PM - 03:00 PM
MKT401,MHZ,3,37/40,MW 03:10 PM - 04:40 PM
MKT402,MAH,1,42/44,T 01:30 PM - 03:00 PM
MKT402,MAH,1,42/44,R 01:30 PM - 03:00 PM
MKT404,SAT,1,42/42,MW 01:30 PM - 03:00 PM
MKT404,TBA,2,43/44,MW 08:30 AM - 10:00 AM
MKT408,RZ,1,39/44,R 03:10 PM - 04:40 PM
MKT408,RZ,1,39/44,S 03:10 PM - 04:40 PM
MKT410,SAT,1,40/40,ST 10:10 AM - 11:40 AM
MKT410,MFF,2,43/44,ST 11:50 AM - 01:20 PM
MKT410,MFF,3,43/44,MW 11:50 AM - 01:20 PM
MKT412,SAT,1,43/43,MW 10:10 AM - 11:40 AM
MKT412,MISA,2,44/44,ST 11:50 AM - 01:20 PM
MKT414,MFF,1,36/40,MW 03:10 PM - 04:40 PM
MKT414,DMAN,2,36/40,SR 10:10 AM - 11:40 AM
MKT416,MAH,1,40/44,MW 03:10 PM - 04:40 PM
MKT416,MHZ,2,42/44,S 03:10 PM - 04:40 PM
MKT416,MHZ,2,42/44,T 03:10 PM - 04:40 PM
MKT418,MAH,1,45/45,MW 11:50 AM - 01:20 PM
MKT430,SAT,1,39/42,S 01:30 PM - 03:00 PM
MKT430,SAT,1,39/42,T 01:30 PM - 03:00 PM
MKT440,DMAF,1,41/44,ST 10:10 AM - 11:40 AM
MKT501,TBA,1,8/30,F 09:00 AM - 12:00 PM
MKT501,DMBR,2,26/30,S 06:30 PM - 09:30 PM
MKT521,DNHN,1,18/30,A 06:30 PM - 09:30 PM
MKT523,DMAN,1,15/30,S 06:30 PM - 09:30 PM
MKT529,IMRANUL,1,25/30,F 03:00 PM - 06:00 PM
MKT7101,MFF,1,25/25,TR 10:10 AM - 11:40 AM
MKT7101,MAH,2,25/25,TR 04:50 PM - 06:20 PM
MKT7101,MHZ,3,25/25,ST 01:30 PM - 03:00 PM
MKT7101,RZ,4,25/25,R 01:30 PM - 03:00 PM
MKT7101,RZ,4,25/25,T 01:30 PM - 03:00 PM
MKT7101,SNS,5,25/25,MW 10:10 AM - 11:40 AM
MKT7101,DMAF,6,25/25,MW 08:30 AM - 10:00 AM
MKT7101,DMAF,7,25/25,R 08:30 AM - 10:00 AM
MKT7101,TBA,8,25/25,MW 01:30 PM - 03:00 PM
MKT7101,TBA,9,15/25,MW 03:10 PM - 04:40 PM
MKT7101,TBA,10,7/25,TR 03:10 PM - 04:40 PM
MKT7101,TBA,11,0/0,ST 01:30 PM - 03:00 PM
OPM501,SAM,1,29/30,S 06:30 PM - 09:30 PM
OPM501,TBA,2,31/31,T 06:30 PM - 09:30 PM
PHRM000,TBA,1,0/0,R 08:30 AM - 04:50 PM
PHS301,DPAC,1,43/43,MW 11:50 AM - 01:20 PM
PHS301,DPAC,2,39/40,MW 08:30 AM - 10:00 AM
PHS302,DMZS,1,38/38,S 11:50 AM - 01:20 PM
PHS302,DMZS,1,38/38,R 11:50 AM - 01:20 PM
PHS302,TBA,2,0/0,MW 04:50 PM - 06:20 PM
PHS303,DPAC,1,35/36,S 04:50 PM - 06:20 PM
PHS303,DPAC,1,35/36,R 04:50 PM - 06:20 PM
PHS304,DMZS,1,29/35,MW 08:30 AM - 10:00 AM
PHS305,DMZS,1,40/41,MW 11:50 AM - 01:20 PM
PHS401,TBA,1,34/35,R 08:30 AM - 10:00 AM
PHS401,TBA,1,34/35,T 08:30 AM - 10:00 AM
PHS402,MBH,1,24/35,T 10:10 AM - 11:40 AM
PHS402,MBH,1,24/35,R 10:10 AM - 11:40 AM
PHY100,MRA,1,41/41,ST 11:50 AM - 01:20 PM
PHY100,DSAE,2,37/40,MW 11:50 AM - 01:20 PM
PHY107,DSAE,1,7/10,MW 08:30 AM - 10:00 AM
PHY107,DSAE,1,7/10,S 01:30 PM - 03:30 PM
PHY107,DSAE,2,7/9,W 01:30 PM - 03:30 PM
PHY107,DSAE,2,7/9,ST 08:30 AM - 10:00 AM
PHY107,NAHMED,3,5/10,ST 08:30 AM - 10:00 AM
PHY107,NAHMED,3,5/10,W 04:50 PM - 06:50 PM
PHY108,SHAFIQ,1,30/30,M 08:00 AM - 10:00 AM
PHY108,SHAFIQ,1,30/30,MW 11:50 AM - 01:20 PM
PHY108,SHAFIQ,2,30/30,MW 01:30 PM - 03:00 PM
PHY108,SHAFIQ,2,30/30,W 08:00 AM - 10:00 AM
PHY109,GDM,1,31/31,M 01:30 PM - 03:30 PM
PHY109,GDM,1,31/31,ST 10:10 AM - 11:40 AM
PHY109,GDM,2,30/30,MW 10:10 AM - 11:40 AM
PHY109,GDM,2,30/30,T 01:30 PM - 03:30 PM
PHY109,MONGUR,3,30/30,R 08:00 AM - 10:00 AM
PHY109,MONGUR,3,30/30,ST 10:10 AM - 11:40 AM
PHY109,MONGUR,4,30/30,MW 10:10 AM - 11:40 AM
PHY109,MONGUR,4,30/30,S 04:50 PM - 06:50 PM
PHY109,MAHDI,5,34/34,R 10:10 AM - 12:10 PM
PHY109,NAHMED,5,34/34,S 01:30 PM - 03:00 PM
PHY109,NAHMED,5,34/34,R 01:30 PM - 03:00 PM
PHY109,MMHQ,6,30/30,A 08:00 AM - 10:00 AM
PHY109,MMHQ,6,30/30,ST 08:30 AM - 10:00 AM
PHY109,AROY,7,30/30,M 10:10 AM - 12:10 PM
PHY109,MHU,7,30/30,SR 04:50 PM - 06:20 PM
PHY109,AROY,8,30/30,MW 01:30 PM - 03:00 PM
PHY109,AROY,8,30/30,T 04:50 PM - 06:50 PM
PHY109,NAHMED,9,34/34,T 10:10 AM - 12:10 PM
PHY109,MAHDI,9,34/34,MW 01:30 PM - 03:00 PM
PHY109,MAHDI,10,30/30,MW 04:50 PM - 06:20 PM
PHY109,MAHDI,10,30/30,S 08:00 AM - 10:00 AM
PHY109,MAHDI,11,30/30,S 10:10 AM - 12:10 PM
PHY109,DAKR,11,30/30,TR 04:50 PM - 06:20 PM
PHY109,AROY,12,34/34,S 01:30 PM - 03:00 PM
PHY109,AROY,12,34/34,R 01:30 PM - 03:00 PM
PHY109,AROY,12,34/34,W 10:10 AM - 12:10 PM
PHY109,TAREQ,13,35/35,T 08:00 AM - 10:00 AM
PHY109,TAREQ,13,35/35,T 10:10 AM - 11:40 AM
PHY109,TAREQ,13,35/35,R 10:10 AM - 11:40 AM
PHY109,DAKR,14,34/34,TR 03:10 PM - 04:40 PM
PHY109,TBA,14,34/34,R 04:50 PM - 06:50 PM
PHY109,DMNAA,15,31/31,A 10:10 AM - 12:10 PM
PHY109,DMNAA,15,31/31,TR 03:10 PM - 04:40 PM
PHY109,DMNAA,16,29/30,TR 04:50 PM - 06:20 PM
PHY109,DMNAA,16,29/30,A 01:30 PM - 03:30 PM
PHY109,TBA,17,30/30,A 04:50 PM - 06:50 PM
PHY109,AROY,17,30/30,ST 03:10 PM - 04:40 PM
PHY109,DMKZN,18,32/33,MW 10:10 AM - 11:40 AM
PHY109,TBA,18,32/33,R 08:00 AM - 10:00 AM
PHY207,DMBB,1,40/40,MW 04:50 PM - 06:20 PM
PHY208,TAREQ,1,29/30,TR 11:50 AM - 01:20 PM
PHY208,TAREQ,1,29/30,R 01:30 PM - 03:30 PM
PHY208,DJIK,2,16/30,MW 01:30 PM - 03:00 PM
PHY208,DJIK,2,16/30,M 04:50 PM - 06:50 PM
PHY209,MMHQ,1,39/40,MW 04:50 PM - 06:20 PM
PHY209,MONGUR,2,40/40,ST 01:30 PM - 03:00 PM
PHY209,NAHMED,3,31/40,S 11:50 AM - 01:20 PM
PHY209,NAHMED,3,31/40,R 11:50 AM - 01:20 PM
PHY209,DJIK,4,41/41,MW 03:10 PM - 04:40 PM
PHY209,DSKD,5,40/40,ST 03:10 PM - 04:40 PM
PHY209,DSKD,6,40/40,ST 04:50 PM - 06:20 PM
PHY209,MONGUR,7,41/41,MW 01:30 PM - 03:00 PM
PHY209,MMHQ,8,40/40,TR 11:50 AM - 01:20 PM
PHY209,MMHQ,9,40/40,TR 01:30 PM - 03:00 PM
PHY209,MAHDI,10,39/40,TR 01:30 PM - 03:00 PM
PHY209,TBA,11,0/0,MW 04:50 PM - 06:20 PM
PHY209,TBA,12,0/0,MW 04:50 PM - 06:20 PM
PHY7107,DSAE,1,19/20,MW 08:30 AM - 10:00 AM
PHY7107,DSAE,1,19/20,S 01:30 PM - 03:30 PM
PHY7107,DSAE,2,21/21,ST 08:30 AM - 10:00 AM
PHY7107,DSAE,2,21/21,W 01:30 PM - 03:30 PM
PHY7107,NAHMED,3,18/20,ST 08:30 AM - 10:00 AM
PHY7107,NAHMED,3,18/20,W 04:50 PM - 06:50 PM
POP201,DLN,1,35/35,MW 10:10 AM - 11:40 AM
POP201,DLN,2,35/35,MW 01:30 PM - 03:00 PM
POP202,TBA,1,35/35,T 10:10 AM - 11:40 AM
POP202,TBA,1,35/35,R 10:10 AM - 11:40 AM
POP202,TBA,2,0/0,MW 04:50 PM - 06:20 PM
POP203,TBA,1,10/10,TR 08:30 AM - 10:00 AM
PPHS201,TBA,1,0/0,MW 04:50 PM - 06:20 PM
PPHS201,TBA,2,3/5,MW 03:10 PM - 04:40 PM
PPHS204,DMHK,1,42/42,ST 10:10 AM - 11:40 AM
PPHS204,DMHK,2,41/41,MW 01:30 PM - 03:00 PM
PPHS204,TBA,3,0/0,MW 04:50 PM - 06:20 PM
PPHS206,DMZS,1,42/42,S 08:30 AM - 10:00 AM
PPHS206,DMZS,1,42/42,R 08:30 AM - 10:00 AM
PPHS206,QMR,2,40/40,MW 11:50 AM - 01:20 PM
PPHS207,SHM,1,39/40,S 01:30 PM - 03:00 PM
PPHS207,SHM,1,39/40,T 01:30 PM - 03:00 PM
PPHS208,MBH,1,29/35,TR 08:30 AM - 10:00 AM
PPHS208,TBA,2,0/0,T 10:10 AM - 11:40 AM
PPHS208,TBA,2,0/0,R 10:10 AM - 11:40 AM
PPHS7101,SHM,1,17/45,MW 11:50 AM - 01:20 PM
PPHS7101,SHM,2,24/45,S 11:50 AM - 01:20 PM
PPHS7101,SHM,2,24/45,T 11:50 AM - 01:20 PM
PPHS7102,QMR,1,21/45,S 03:10 PM - 04:40 PM
PPHS7102,QMR,1,21/45,R 03:10 PM - 04:40 PM
PPHS7102,DMHK,2,23/45,T 01:30 PM - 03:00 PM
PPHS7102,DMHK,2,23/45,S 01:30 PM - 03:00 PM
PPHS7102,TBA,3,0/0,S 04:50 PM - 06:20 PM
PPHS7102,TBA,3,0/0,T 04:50 PM - 06:20 PM
PPHS7103,MRWS,1,42/42,MW 11:50 AM - 01:20 PM
PPHS7103,MRWS,2,16/40,T 08:30 AM - 10:00 AM
PPHS7103,MRWS,2,16/40,R 08:30 AM - 10:00 AM
PPHS7104,NAZMIN,1,28/35,SR 08:30 AM - 10:00 AM
PPHS7104,NAZMIN,2,43/44,MW 03:10 PM - 04:40 PM
PPHS7105,QMR,1,35/36,TR 04:50 PM - 06:20 PM
PPHS7105,QMR,2,24/35,MW 04:50 PM - 06:20 PM
PPHS7202,RTK,1,42/42,R 11:50 AM - 01:20 PM
PPHS7202,RTK,1,42/42,T 11:50 AM - 01:20 PM
PPHS7202,RTK,2,42/42,R 10:10 AM - 11:40 AM
PPHS7202,RTK,2,42/42,T 10:10 AM - 11:40 AM
PPHS7202,TBA,3,0/0,MW 04:50 PM - 06:20 PM
PPHS7203,DMHK,1,41/41,MW 10:10 AM - 11:40 AM
PPHS7203,NAZMIN,2,44/44,MW 04:50 PM - 06:20 PM
PPHS7203,TBA,3,0/0,MW 03:10 PM - 04:40 PM
PSS301,TBA,1,2/6,MW 03:10 PM - 04:40 PM
PSS301,TBA,2,1/6,SR 11:50 AM - 01:20 PM
PSS301,TBA,3,0/0,MW 01:30 PM - 03:00 PM
PSS302,TBA,1,0/0,ST 03:10 PM - 04:40 PM
PSS302,TBA,2,0/0,MW 10:10 AM - 11:40 AM
PSS303,HTM,1,17/35,S 08:30 AM - 10:00 AM
PSS303,HTM,1,17/35,R 08:30 AM - 10:00 AM
PSS303,HTM,2,41/41,S 01:30 PM - 03:00 PM
PSS303,HTM,2,41/41,T 01:30 PM - 03:00 PM
PSS401,TT,1,32/35,S 01:30 PM - 03:00 PM
PSS401,TT,1,32/35,T 01:30 PM - 03:00 PM
PSS401,TBA,2,0/0,MW 04:50 PM - 06:20 PM
PSS402,HTM,1,25/35,MW 10:10 AM - 11:40 AM
PSS403,MAMUN,1,26/35,MW 03:10 PM - 04:40 PM
PSS403,MAMUN,2,39/40,S 11:50 AM - 01:20 PM
PSS403,MAMUN,2,39/40,R 11:50 AM - 01:20 PM
PSS405,MAMUN,1,35/35,S 03:10 PM - 04:40 PM
PSS405,MAMUN,1,35/35,T 03:10 PM - 04:40 PM
SCM522,MZU,1,24/30,F 09:00 AM - 12:00 PM
SCM525,DFS,30,22/30,S 06:30 PM - 09:30 PM
SOC7101,MZAN,1,26/41,MW 11:50 AM - 01:20 PM
SOC7101,HELAL,2,22/42,R 10:10 AM - 11:40 AM
SOC7101,HELAL,2,22/42,S 10:10 AM - 11:40 AM
SOC7101,DARK,3,35/35,TR 10:10 AM - 11:40 AM
SOC7101,MASOOM,4,30/35,ST 08:30 AM - 10:00 AM
SOC7101,RHN,5,35/35,ST 10:10 AM - 11:40 AM
SOC7101,MZAN,6,3/4,S 11:50 AM - 01:20 PM
SOC7101,MZAN,6,3/4,R 11:50 AM - 01:20 PM
SOC7101,IMF,8,40/40,MW 03:10 PM - 04:40 PM
SOC7101,TBA,9,40/40,T 11:50 AM - 01:20 PM
SOC7101,TBA,9,40/40,S 11:50 AM - 01:20 PM
SOC7101,TBA,10,40/40,ST 03:10 PM - 04:40 PM
SOC7101,TBA,11,0/0,TR 08:30 AM - 10:00 AM
SOC7101,TBA,12,0/0,S 10:10 AM - 11:40 AM
SOC7101,TBA,12,0/0,R 10:10 AM - 11:40 AM
SOC7102,DFM,1,18/30,MW 01:30 PM - 03:00 PM
SOC7102,HELAL,2,33/40,S 08:30 AM - 10:00 AM
SOC7102,HELAL,2,33/40,R 08:30 AM - 10:00 AM
SOC7106,MASOOM,1,28/42,MW 10:10 AM - 11:40 AM
SOC7106,RPN,2,22/42,ST 08:30 AM - 10:00 AM
SOC7106,TBA,3,0/0,MW 10:10 AM - 11:40 AM
SOC7107,RHN,1,36/36,S 01:30 PM - 03:00 PM
SOC7107,RHN,1,36/36,T 01:30 PM - 03:00 PM
SOC7107,SBZ,2,19/40,S 10:10 AM - 11:40 AM
SOC7107,SBZ,2,19/40,T 10:10 AM - 11:40 AM
SOC7107,TBA,3,0/0,S 10:10 AM - 11:40 AM
SOC7107,TBA,3,0/0,T 10:10 AM - 11:40 AM
SOC7202,DARK,1,43/43,MW 08:30 AM - 10:00 AM
SOC7202,SBZ,2,40/40,MW 04:50 PM - 06:20 PM
SOC7203,DARK,1,45/45,TR 08:30 AM - 10:00 AM
SOC7206,HELAL,1,45/45,M 03:10 PM - 04:40 PM
SOC7206,HELAL,1,45/45,W 03:10 PM - 04:40 PM
SOC7206,RPN,2,44/45,ST 10:10 AM - 11:40 AM
SOC7208,MOU,1,40/40,MW 08:30 AM - 10:00 AM
SOC7208,SBZ,2,31/40,TR 08:30 AM - 10:00 AM
SOC7210,MASOOM,1,45/45,MW 03:10 PM - 04:40 PM
SOC7210,RPN,2,44/45,MW 03:10 PM - 04:40 PM
SOC7301,DFM,1,39/42,MW 11:50 AM - 01:20 PM
SOC7301,MOU,2,21/40,MW 11:50 AM - 01:20 PM
SOC7302,MZAN,1,35/40,S 03:10 PM - 04:40 PM
SOC7302,MZAN,1,35/40,T 03:10 PM - 04:40 PM
SOC7303,RHN,1,40/40,MW 08:30 AM - 10:00 AM
SOC7304,MOU,1,44/45,TR 08:30 AM - 10:00 AM
SOC7305,HELAL,1,45/45,MW 01:30 PM - 03:00 PM
SOC7309,MZAN,1,26/40,MW 03:10 PM - 04:40 PM
SOC7310,DARK,1,44/44,MW 10:10 AM - 11:40 AM
SOC7312,RHN,1,36/38,MW 11:50 AM - 01:20 PM
SOC7317,IMF,1,45/45,SR 11:50 AM - 01:20 PM
SOC7318,AIMU,1,37/40,ST 10:10 AM - 11:40 AM
SOC7401,AIMU,1,25/40,ST 11:50 AM - 01:20 PM
SOC7403,IMF,1,29/40,S 03:10 PM - 04:40 PM
SOC7403,IMF,1,29/40,T 03:10 PM - 04:40 PM
SOC7413,TBA,1,1/40,A 01:30 PM - 03:00 PM
SOC7414,TBA,1,7/40,F 03:10 PM - 04:40 PM
STA102,AAS,1,10/40,MW 10:10 AM - 11:40 AM
STA102,AAS,2,14/40,ST 03:10 PM - 04:40 PM
STA102,DAK,3,40/40,MW 08:30 AM - 10:00 AM
STA102,SHH,4,24/40,TR 08:30 AM - 10:00 AM
STA102,SHH,5,38/40,MW 11:50 AM - 01:20 PM
STA102,ERSHAD,6,39/40,ST 03:10 PM - 04:40 PM
STA102,SHH,7,38/40,T 10:10 AM - 11:40 AM
STA102,SHH,7,38/40,R 10:10 AM - 11:40 AM
STA102,FMAR,8,40/40,MW 08:30 AM - 10:00 AM
STA102,SHH,9,30/40,R 11:50 AM - 01:20 PM
STA102,SHH,9,30/40,S 11:50 AM - 01:20 PM
STA102,FMAR,10,28/40,SR 08:30 AM - 10:00 AM
STA102,DAK,11,37/40,MW 11:50 AM - 01:20 PM
STA102,SALAM,12,3/3,MW 08:30 AM - 10:00 AM
STA102,SALAM,13,0/0,MW 11:50 AM - 01:20 PM
STA102,TBA,14,0/0,T 08:30 AM - 10:00 AM
STA102,TBA,14,0/0,R 08:30 AM - 10:00 AM
STA102,TBA,15,0/0,R 04:50 PM - 06:20 PM
STA102,TBA,15,0/0,T 04:50 PM - 06:20 PM
STA102,TBA,16,0/0,S 04:50 PM - 06:20 PM
STA102,TBA,16,0/0,R 04:50 PM - 06:20 PM
STA102,TBA,17,0/0,MW 04:50 PM - 06:20 PM
STA102,TBA,18,0/0,ST 04:50 PM - 06:20 PM
STA102,TBA,19,0/0,ST 04:50 PM - 06:20 PM
STA104,ERSHAD,1,9/40,S 04:50 PM - 06:20 PM
STA104,ERSHAD,1,9/40,T 04:50 PM - 06:20 PM
STA191,MRA,1,35/40,ST 08:30 AM - 10:00 AM
STA191,MRA,2,35/40,MW 08:30 AM - 10:00 AM
STA191,DSR,3,30/35,S 11:50 AM - 01:20 PM
STA191,DSR,3,30/35,R 11:50 AM - 01:20 PM
STA204,DMMTR,1,21/40,MW 04:50 PM - 06:20 PM
STA208,AAS,1,17/40,TR 08:30 AM - 10:00 AM
STA208,AAS,2,19/40,S 11:50 AM - 01:20 PM
STA208,AAS,2,19/40,R 11:50 AM - 01:20 PM
