"CSE","1107SDNA","30/30T 03:10 PM - 04:40 PMAB","2-202"
"CSE","1108SDNA","30/30SR 01:30 PM - 03:00 PMAB","2-701"
"CSE","1108SDNA","30/30T 04:50 PM - 07:50 PM","437 (Cyber Security Lab)"
"CSE","1109ARIJIT","30/30S 04:50 PM - 07:50 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","1109ARIJIT","30/30ST 03:10 PM - 04:40 PMAB","1-501"
"CSE","11010SUDDIN","30/30SR 03:10 PM - 04:40 PMFUB-301"
"CSE","11010SUDDIN","30/30R 04:50 PM - 07:50 PM","434 (Big Data Analytics Lab)"
"CSE","11011FZRN","30/30T 01:30 PM - 04:30 PM","437 (Cyber Security Lab)"
"CSE","11011FZRN","30/30S 03:10 PM - 04:40 PMAB","2-502"
"CSE","11011FZRN","30/30R 03:10 PM - 04:40 PMAB","2-302"
"CSE","11012FZRN","30/30R 04:50 PM - 06:20 PMAB","2-302"
"CSE","11012FZRN","30/30S 04:50 PM - 06:20 PMAB","2-402"
"CSE","11012FZRN","30/30W 04:50 PM - 07:50 PM","534 (C. Lab-4)"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","11013SABBIR","30/30S 04:50 PM - 07:50 PM","227 (Competitive Programming Lab)"
"CSE","11013SABBIR","30/30TR 03:10 PM - 04:40 PMAB","3-302"
"CSE","11014PROMA","30/30ST 08:30 AM - 10:00 AMAB","2-602"
"CSE","11014PROMA","30/30M 08:00 AM - 11:00 AM","434 (Big Data Analytics Lab)"
"CSE","11015TBA","0/0W 08:00 AM - 11:00 AM","434 (Big Data Analytics Lab)"
"CSE","11015TBA","0/0TR 10:10 AM - 11:40 AMAB","2-601"
"CSE","11016TBA","0/0T 04:50 PM - 06:20 PMAB","2-201"
"CSE","11016TBA","0/0W 08:00 AM - 10:00 AM","227 (Competitive Programming Lab)"
"CSE","11016TBA","0/0R 04:50 PM - 06:20 PMAB","2-602"
"CSE","11017TBA","0/0R 04:50 PM - 06:20 PMAB","2-701"
"CSE","11017TBA","0/0T 08:00 AM - 11:00 AM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","11017TBA","0/0T 04:50 PM - 06:20 PMAB","2-202"
"CSE","11018TBA","0/0T 04:50 PM - 06:20 PMAB","2-502"
"CSE","11018TBA","0/0T 08:00 AM - 11:00 AM","436 (Human-Computer Interaction "
"Lab)"
"CSE","11018TBA","0/0R 04:50 PM - 06:20 PMAB","2-702"
"CSE","2001IMRAN","32/32R 08:00 AM - 10:00 AM","434 (Big Data Analytics Lab)"
"CSE","2002MYMA","32/32M 08:00 AM - 10:00 AM","215 (General Purpose Programming "
"Lab)"
"CSE","2003KHALID","32/32R 10:10 AM - 12:10 PM","434 (Big Data Analytics Lab)"
"CSE","2004AUR","25/30M 08:00 AM - 10:00 AM","531"
"CSE","2005TTB","32/32M 01:30 PM - 03:30 PM","437 (Cyber Security Lab)"
"CSE","2006KMSK","32/32S 10:10 AM - 12:10 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","2007NISHAT","32/32S 04:50 PM - 06:50 PM","534 (C. Lab-4)"
"CSE","2008RIFAT","32/32W 01:30 PM - 03:30 PM","215 (General Purpose Programming "
"Lab)"
"CSE","2009NAHID","32/32W 01:30 PM - 03:30 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","20010ARMAN","32/32T 04:50 PM - 06:50 PM","638 (Artificial Intelligence Lab)"
"CSE","20011SABBIR","32/32M 01:30 PM - 03:30 PM","215 (General Purpose Programming "
"Lab)"
"CSE","20012MIR","32/32M 04:50 PM - 06:50 PM","436 (Human-Computer Interaction "
"Lab)"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","20013MOON","32/32W 10:10 AM - 12:10 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","20014ANTU","32/32R 01:30 PM - 03:30 PM","434 (Big Data Analytics Lab)"
"CSE","20015TBA","0/0W 01:30 PM - 03:30 PM","437 (Cyber Security Lab)"
"CSE","20016TBA","0/0S 08:00 AM - 10:00 AM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","20017TBA","0/0T 08:00 AM - 10:00 AM","630 (Software Engineering Lab)"
"CSE","20018TBA","0/0R 10:10 AM - 12:10 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","20019TBA","0/0R 10:10 AM - 12:10 PM","437 (Cyber Security Lab)"
"CSE","20020TBA","0/0M 08:00 AM - 10:00 AM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","2071MI","32/32MW 10:10 AM - 11:40 AM","359"
"CSE","2071MI","32/32T 10:10 AM - 12:10 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","2072MI","32/32T 01:30 PM - 03:30 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","2072MI","32/32MW 11:50 AM - 01:20 PM","359"
"CSE","2073DAKP","31/32TR 11:50 AM - 01:20 PMFUB-104"
"CSE","2073DAKP","31/32R 01:30 PM - 03:30 PM","215 (General Purpose Programming "
"Lab)"
"CSE","2074ATIQ","32/32T 01:30 PM - 03:30 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","2074ATIQ","32/32MW 01:30 PM - 03:00 PMAB","2-301"
"CSE","2075ATIQ","32/32ST 04:50 PM - 06:20 PM","358"
"CSE","2075PC","32/32M 04:50 PM - 06:50 PM","637 (Database Lab)"
"CSE","2076MYMA","24/30S 03:10 PM - 04:40 PM","529 (C. Lab-1)"
"CSE","2076MYMA","24/30R 03:10 PM - 04:10 PMFUB-803"
"CSE","2076MYMA","24/30M 01:30 PM - 03:30 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","2077MYMA","10/30W 01:30 PM - 03:30 PM","434 (Big Data Analytics Lab)"
"CSE","2077MYMA","10/30T 04:50 PM - 06:20 PMAB","1-201"
"CSE","2077MYMA","10/30R 04:50 PM - 06:20 PMAB","1-101"
"CSE","2078AASR","32/32TR 10:10 AM - 11:40 AMAB","2-402"
"CSE","2078AASR","32/32S 10:10 AM - 12:10 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","2079MMLI","32/32M 04:50 PM - 06:50 PM","450 (Networking Lab)"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","2079MMLI","32/32MW 01:30 PM - 03:00 PMAB","2-201"
"CSE","20710MMLI","32/32MW 03:10 PM - 04:40 PMAB","2-301"
"CSE","20710MMLI","32/32W 04:50 PM - 06:50 PM","434 (Big Data Analytics Lab)"
"CSE","20711PC","32/32S 04:50 PM - 06:50 PM","630 (Software Engineering Lab)"
"CSE","20711PC","32/32MW 01:30 PM - 03:00 PMAB","2-402"
"CSE","20712RIFAT","31/32SR 03:10 PM - 04:40 PMAB","3-301"
"CSE","20712RIFAT","31/32S 10:10 AM - 12:10 PM","227 (Competitive Programming Lab)"
"CSE","20713TBA","0/0S 08:30 AM - 10:00 AMAB","2-502"
"CSE","20713TBA","0/0R 10:10 AM - 12:10 PM","638 (Artificial Intelligence Lab)"
"CSE","20713TBA","0/0R 08:30 AM - 10:00 AMAB","2-602"
"CSE","2091SJ","30/30T 01:30 PM - 03:30 PM","547 (Electronics Lab)"
"CSE","2091SJ","30/30MW 08:30 AM - 10:00 AM","217"
"CSE","2092ALI","30/30ST 01:30 PM - 03:00 PM","217"
"CSE","2092ALI","30/30R 01:30 PM - 03:30 PM","547 (Electronics Lab)"
"CSE","2093DZIM","30/30W 01:30 PM - 03:30 PM","548 (Electrical Circuit Lab)"
"CSE","2093DZIM","30/30MW 10:10 AM - 11:40 AMAB","1-902"
"CSE","2094DZIM","18/30TR 11:50 AM - 01:20 PMAB","1-902"
"CSE","2094DZIM","18/30S 10:10 AM - 12:10 PM","547 (Electronics Lab)"
"CSE","2095SHK","31/31M 04:50 PM - 06:50 PM","548 (Electrical Circuit Lab)"
"CSE","2095SHK","31/31T 01:30 PM - 03:00 PMAB","2-601"
"CSE","2095SHK","31/31R 01:30 PM - 03:00 PMAB","2-402"
"CSE","2096SHK","31/31S 04:50 PM - 06:50 PM","638 (Artificial Intelligence Lab)"
"CSE","2096SHK","31/31TR 03:10 PM - 04:40 PMFUB-601"
"CSE","2097MKN","30/30MW 10:10 AM - 11:40 AMAB","2-501"
"CSE","2097MKN","30/30R 01:30 PM - 03:30 PM","449 (Telecommunication and Circuit "
"Lab)"
"CSE","2098MKN","30/30R 10:10 AM - 12:10 PM","548 (Electrical Circuit Lab)"
"CSE","2098MKN","30/30ST 10:10 AM - 11:40 AMAB","2-402"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","2099DOF","30/30TR 01:30 PM - 03:00 PMAB","2-302"
"CSE","2099DOF","30/30T 04:50 PM - 06:50 PM","548 (Electrical Circuit Lab)"
"CSE","20910DOF","30/30R 04:50 PM - 06:50 PM","548 (Electrical Circuit Lab)"
"CSE","20910DOF","30/30TR 03:10 PM - 04:40 PMAB","2-301"
"CSE","20911DSMU","30/30MW 01:30 PM - 03:00 PMFUB-501"
"CSE","20911DSMU","30/30M 04:50 PM - 06:50 PM","547 (Electronics Lab)"
"CSE","20912DSMU","30/30W 04:50 PM - 06:50 PM","547 (Electronics Lab)"
"CSE","20912DSMU","30/30MW 03:10 PM - 04:40 PMFUB-403"
"CSE","20913SJA","30/30R 04:50 PM - 06:50 PM","547 (Electronics Lab)"
"CSE","20913SJA","30/30MW 04:50 PM - 06:20 PMAB","1-501"
"CSE","20914DMSA","30/30TR 10:10 AM - 11:40 AMFUB-301"
"CSE","20914SJA","30/30S 08:00 AM - 10:00 AM","547 (Electronics Lab)"
"CSE","20915TBA","0/0T 04:50 PM - 06:20 PMAB","1-601"
"CSE","20915TBA","0/0R 04:50 PM - 06:20 PMAB","3-802"
"CSE","20915TBA","0/0T 10:10 AM - 12:10 PM","548 (Electrical Circuit Lab)"
"CSE","2271DSU","7/30TR 11:50 AM - 01:20 PMFUB-301"
"CSE","2271DSU","7/30S 03:10 PM - 06:10 PM","215 (General Purpose Programming "
"Lab)"
"CSE","2461DTBI","32/32S 10:10 AM - 01:10 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","2461DTBI","32/32R 11:50 AM - 01:20 PM","358"
"CSE","2461DTBI","32/32T 11:50 AM - 01:20 PMAB","2-501"
"CSE","2462DTS","32/32R 08:30 AM - 10:00 AM","225"
"CSE","2462DTS","32/32S 08:30 AM - 10:00 AM","338"
"CSE","2462DTS","32/32W 01:30 PM - 04:30 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","2463DTS","32/32W 04:50 PM - 07:50 PM","437 (Cyber Security Lab)"
"CSE","2463DTS","32/32T 01:30 PM - 03:00 PMFUB-403"
"CSE","2463DTS","32/32R 01:30 PM - 03:00 PM","372"
"CSE","2464DHMAI","32/32ST 01:30 PM - 03:00 PMAB","2-501"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","2464DHMAI","32/32R 04:50 PM - 07:50 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","2465DHMAI","32/32TR 03:10 PM - 04:40 PMFUB-501"
"CSE","2465DHMAI","32/32W 04:50 PM - 07:50 PM","630 (Software Engineering Lab)"
"CSE","2466TBA","0/0ST 08:30 AM - 10:00 AMThesis"
"CSE","2466TBA","0/0R 08:00 AM - 10:00 AMThesis"
"CSE","2467TTB","32/32S 01:30 PM - 04:30 PM","638 (Artificial Intelligence Lab)"
"CSE","2467TTB","32/32MW 08:30 AM - 10:00 AMAB","2-402"
"CSE","2468RABEA","32/32T 01:30 PM - 04:30 PM","227 (Competitive Programming Lab)"
"CSE","2468RABEA","32/32MW 10:10 AM - 11:40 AMAB","2-702"
"CSE","2469RABEA","32/32M 01:30 PM - 04:30 PM","227 (Competitive Programming Lab)"
"CSE","2469RABEA","32/32MW 08:30 AM - 10:00 AMAB","2-702"
"CSE","24610TBA","0/0TR 10:10 AM - 11:40 AMAB","2-502"
"CSE","24610TBA","0/0S 08:00 AM - 11:00 AM","437 (Cyber Security Lab)"
"CSE","24611TBA","1/30MW 01:30 PM - 03:00 PMAB","2-302"
"CSE","24611TTB","1/30W 04:50 PM - 07:50 PM","530 (C. Lab-2)"
"CSE","24612TBA","0/0T 04:50 PM - 06:20 PMAB","1-701"
"CSE","24612TBA","0/0R 08:00 AM - 11:00 AM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","24612TBA","0/0R 04:50 PM - 06:20 PMFUB-802"
"CSE","2511MHR","32/32MW 10:10 AM - 11:40 AMFUB-603"
"CSE","2511MHR","32/32M 08:00 AM - 10:00 AM","547 (Electronics Lab)"
"CSE","2512MHR","32/32W 08:00 AM - 10:00 AM","547 (Electronics Lab)"
"CSE","2512MHR","32/32MW 11:50 AM - 01:20 PMAB","2-301"
"CSE","2513SJ","32/32ST 10:10 AM - 11:40 AMFUB-203"
"CSE","2513SJ","32/32R 10:10 AM - 12:10 PM","547 (Electronics Lab)"
"CSE","2514SJ","32/32M 10:10 AM - 12:10 PM","547 (Electronics Lab)"
"CSE","2514SJ","32/32ST 11:50 AM - 01:20 PMFUB-401"
"CSE","2515RDA","28/32SR 01:30 PM - 03:00 PMAB","2-601"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","2515RDA","28/32W 10:10 AM - 12:10 PM","547 (Electronics Lab)"
"CSE","2516RDA","32/32MW 03:10 PM - 04:40 PMAB","2-501"
"CSE","2516RDA","32/32T 01:30 PM - 03:30 PM","548 (Electrical Circuit Lab)"
"CSE","2517SHK","32/32MW 03:10 PM - 04:40 PMAB","2-502"
"CSE","2517SHK","32/32W 04:50 PM - 06:50 PM","548 (Electrical Circuit Lab)"
"CSE","2518MKN","30/32W 01:30 PM - 03:30 PM","449 (Telecommunication and Circuit "
"Lab)"
"CSE","2518PMSR","30/32ST 03:10 PM - 04:40 PMFUB-401"
"CSE","2519KOUSHIK","9/30M 01:30 PM - 03:30 PM","547 (Electronics Lab)"
"CSE","2519PMSR","9/30ST 04:50 PM - 06:20 PM","212"
"CSE","25110SJA","32/32S 04:50 PM - 06:50 PM","547 (Electronics Lab)"
"CSE","25110SJA","32/32T 01:30 PM - 03:00 PMAB","1-901"
"CSE","25110SJA","32/32R 01:30 PM - 03:00 PMAB","1-401"
"CSE","25111SJA","32/32R 03:10 PM - 04:10 PMAB","1-201"
"CSE","25111SJA","32/32T 04:50 PM - 06:50 PM","547 (Electronics Lab)"
"CSE","25111SJA","32/32T 03:10 PM - 04:40 PMAB","1-902"
"CSE","25112TBA","0/0S 08:30 AM - 10:00 AMAB","2-302"
"CSE","25112TBA","0/0T 08:00 AM - 10:00 AM","547 (Electronics Lab)"
"CSE","25112TBA","0/0R 08:30 AM - 10:00 AMAB","2-501"
"CSE","25113TBA","0/0R 03:10 PM - 04:40 PMFUB-104"
"CSE","25113TBA","0/0T 01:30 PM - 03:30 PM","449 (Telecommunication and Circuit "
"Lab)"
