"CSE","10114DMEI","0/30W 08:30 AM - 10:00 AM","529 (C. Lab-1)"
"CSE","10114DMEI","0/30M 08:30 AM - 10:00 AM","241"
"CSE","10115DMEI","0/30M 10:10 AM - 11:40 AMFUB-501"
"CSE","10115DMEI","0/30W 10:10 AM - 11:40 AM","372 (SEIP Lab)"
"CSE","10116AADNAN","0/30W 03:10 PM - 04:40 PMAB","2-601"
"CSE","10116AADNAN","0/30M 03:10 PM - 04:40 PM","533 (C. Lab-3)"
"CSE","10117TBA","0/30S 08:30 AM - 10:00 AM","372 (SEIP Lab)"
"CSE","10117TBA","0/30R 08:30 AM - 10:00 AMAB","2-202"
"CSE","10118TBA","0/30S 04:50 PM - 06:20 PMFUB-203"
"CSE","10118TBA","0/30R 04:50 PM - 06:20 PM","533 (C. Lab-3)"
"CSE","10119TBA","0/30R 08:30 AM - 10:00 AM","637 (Database Lab)"
"CSE","10119TBA","0/30S 08:30 AM - 10:00 AMAB","2-201"
"CSE","10120TBA","0/30S 04:50 PM - 06:20 PM","531"
"CSE","10120TBA","0/30R 04:50 PM - 06:20 PM","241"
"CSE","10121TBA","0/30R 08:30 AM - 10:00 AMAB","1-101"
"CSE","10121TBA","0/30S 08:30 AM - 10:00 AM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","10122TBA","0/30S 08:30 AM - 10:00 AMAB","2-701"
"CSE","10122TBA","0/30R 08:30 AM - 10:00 AM","638 (Artificial Intelligence Lab)"
"CSE","1021KMSK","0/30W 04:50 PM - 06:20 PMAB","1-101"
"CSE","1021KMSK","0/30M 04:50 PM - 06:20 PM","372 (SEIP Lab)"
"CSE","1022MSHQ","0/30T 10:10 AM - 11:40 AM","531"
"CSE","1022MSHQ","0/30R 10:10 AM - 11:40 AMFUB-104"
"CSE","1031TJ","0/30MW 10:10 AM - 11:40 AM","221"
"CSE","1031TJ","0/30T 10:10 AM - 01:10 PM","630 (Software Engineering Lab)"
"CSE","1032TJ","0/30R 10:10 AM - 01:10 PM","630 (Software Engineering Lab)"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","1032TJ","0/30MW 11:50 AM - 01:20 PM","221"
"CSE","1033DAHF","0/30R 01:30 PM - 03:00 PM","429"
"CSE","1033DAHF","0/30R 04:50 PM - 07:50 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","1033DAHF","0/30T 01:30 PM - 03:00 PMAB","2-402"
"CSE","1034DAHF","0/30S 11:50 AM - 01:20 PMFUB-203"
"CSE","1034DAHF","0/30M 01:30 PM - 04:30 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","1034DAHF","0/30R 11:50 AM - 01:20 PM","429"
"CSE","1035DHMAI","0/30MW 03:10 PM - 04:40 PMFUB-601"
"CSE","1035DHMAI","0/30S 04:50 PM - 07:50 PM","637 (Database Lab)"
"CSE","1036DMIM","0/30M 10:10 AM - 01:10 PM","638 (Artificial Intelligence Lab)"
"CSE","1036DMIM","0/30MW 08:30 AM - 10:00 AMFUB-401"
"CSE","1037MRJ","0/30T 01:30 PM - 04:30 PM","638 (Artificial Intelligence Lab)"
"CSE","1037MRJ","0/30SR 11:50 AM - 01:20 PMAB","2-501"
"CSE","1038PC","0/30MW 03:10 PM - 04:40 PMAB","2-402"
"CSE","1038PC","0/30R 01:30 PM - 04:30 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","1039PC","0/30T 04:50 PM - 07:50 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","1039PC","0/30SR 10:10 AM - 11:40 AMFUB-603"
"CSE","10310MAHCY","0/30MW 08:30 AM - 10:00 AMAB","3-1001"
"CSE","10310MAHCY","0/30R 10:10 AM - 01:10 PM","227 (Competitive Programming Lab)"
"CSE","10311RIFAT","0/30M 10:10 AM - 01:10 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","10311RIFAT","0/30ST 08:30 AM - 10:00 AMAB","3-301"
"CSE","10312NISHAT","0/30TR 04:50 PM - 06:20 PMAB","2-601"
"CSE","10312NISHAT","0/30W 08:00 AM - 10:00 AM","227 (Competitive Programming Lab)"
"CSE","10313SAJEEB","0/30S 04:50 PM - 07:50 PM","437 (Cyber Security Lab)"
"CSE","10313SAJEEB","0/30ST 01:30 PM - 03:00 PMAB","2-301"
"CSE","10314SAJEEB","0/30T 04:50 PM - 07:50 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","10314SAJEEB","0/30ST 03:10 PM - 04:40 PMAB","2-402"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","10315KMMU","0/30S 04:50 PM - 07:50 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","10315KMMU","0/30SR 01:30 PM - 03:00 PMAB","2-402"
"CSE","10316KMMU","0/30SR 03:10 PM - 04:40 PMAB","2-402"
"CSE","10316KMMU","0/30R 04:50 PM - 07:50 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","10317KMSK","0/30ST 08:30 AM - 10:00 AMAB","1-101"
"CSE","10317KMSK","0/30R 04:50 PM - 07:50 PM","227 (Competitive Programming Lab)"
"CSE","10318MAMRD","0/30T 01:30 PM - 03:00 PMAB","1-101"
"CSE","10318MAMRD","0/30T 04:50 PM - 07:50 PM","227 (Competitive Programming Lab)"
"CSE","10318MAMRD","0/30R 01:30 PM - 03:00 PMAB","1-301"
"CSE","10319MIR","0/30SR 11:50 AM - 01:20 PMAB","1-101"
"CSE","10319MIR","0/30W 04:50 PM - 07:50 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","10320TBA","0/30R 03:10 PM - 04:40 PMFUB-803"
"CSE","10320TBA","0/30W 08:00 AM - 10:00 AM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","10320TBA","0/30S 03:10 PM - 04:40 PM","630 (Software Engineering Lab)"
"CSE","10321TBA","0/30MW 04:50 PM - 06:20 PMAB","2-402"
"CSE","10321TBA","0/30M 08:00 AM - 10:00 AM","436 (Human-Computer Interaction "
"Lab)"
"CSE","10322TBA","0/30S 08:00 AM - 11:00 AM","638 (Artificial Intelligence Lab)"
"CSE","10322TBA","0/30S 04:50 PM - 06:20 PMAB","1-301"
"CSE","10322TBA","0/30R 04:50 PM - 06:20 PM","226"
"CSE","10323TBA","0/30R 01:30 PM - 03:00 PMFUB-701"
"CSE","10323TBA","0/30T 01:30 PM - 03:00 PMAB","2-702"
"CSE","10323TBA","0/30T 10:10 AM - 01:10 PM","437 (Cyber Security Lab)"
"CSE","1061MHAK","0/40ST 10:10 AM - 11:40 AM","433"
"CSE","1062MHAK","0/40ST 01:30 PM - 03:00 PM","433"
"CSE","1063MHAK","0/40MW 10:10 AM - 11:40 AM","433"
"CSE","1064DSU","0/40MW 03:10 PM - 04:40 PM","221"
"CSE","1065DSU","0/40TR 04:50 PM - 06:20 PM","221"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","1066NAFIS","0/40MW 08:30 AM - 10:00 AMAB","1-702"
"CSE","1067AASR","0/40MW 03:10 PM - 04:40 PMAB","1-202"
"CSE","1068SDNA","0/40MW 03:10 PM - 04:40 PMFUB-504"
"CSE","1069MAHCY","0/40SR 03:10 PM - 04:40 PMAB","3-1001"
"CSE","10610TBA","0/40S 04:50 PM - 06:20 PMFUB-603"
"CSE","10610TBA","0/40R 04:50 PM - 06:20 PMFUB-702"
"CSE","10611TBA","0/40R 04:50 PM - 06:20 PMAB","3-501"
"CSE","10611TBA","0/40T 04:50 PM - 06:20 PMAB","3-701"
"CSE","10612TBA","0/40MW 08:30 AM - 10:00 AMAB","3-902"
"CSE","10613TBA","0/40T 04:50 PM - 06:20 PMAB","3-901"
"CSE","10613TBA","0/40R 04:50 PM - 06:20 PMAB","3-502"
"CSE","10614TBA","0/40T 04:50 PM - 06:20 PMAB","3-902"
"CSE","10614TBA","0/40S 04:50 PM - 06:20 PMFUB-604"
"CSE","10615TBA","0/40S 08:30 AM - 10:00 AMAB","3-1002"
"CSE","10615TBA","0/40R 08:30 AM - 10:00 AMAB","1-702"
"CSE","10616TBA","0/40R 08:30 AM - 10:00 AMAB","3-601"
"CSE","10616TBA","0/40S 08:30 AM - 10:00 AMFUB-801"
"CSE","10617TBA","0/40T 08:30 AM - 10:00 AMAB","2-601"
"CSE","10617TBA","0/40R 08:30 AM - 10:00 AMAB","3-1001"
"CSE","1081RIFAT","0/30MW 08:30 AM - 10:00 AMAB","3-301"
"CSE","1081RIFAT","0/30R 10:10 AM - 12:10 PM","215 (General Purpose Programming "
"Lab)"
"CSE","1082MAMRD","0/30S 10:10 AM - 12:10 PM","434 (Big Data Analytics Lab)"
"CSE","1082MAMRD","0/30SR 03:10 PM - 04:40 PMAB","1-101"
"CSE","1083MAMRD","0/30MW 04:50 PM - 06:20 PMAB","1-201"
"CSE","1083MAMRD","0/30S 08:00 AM - 10:00 AM","227 (Competitive Programming Lab)"
"CSE","1101DAKP","0/30S 08:00 AM - 11:00 AM","215 (General Purpose Programming "
"Lab)"
"CSE","1101DAKP","0/30MW 10:10 AM - 11:40 AMFUB-104"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","1102DAKP","0/30MW 11:50 AM - 01:20 PMFUB-104"
"CSE","1102DAKP","0/30S 11:50 AM - 02:50 PM","215 (General Purpose Programming "
"Lab)"
"CSE","1103DSU","0/30W 10:10 AM - 01:10 PM","227 (Competitive Programming Lab)"
"CSE","1103DSU","0/30TR 03:10 PM - 04:40 PM","221"
"CSE","1104MKR","0/30TR 08:30 AM - 10:00 AM","358"
"CSE","1104MKR","0/30M 10:10 AM - 01:10 PM","227 (Competitive Programming Lab)"
"CSE","1105DAHF","0/30S 01:30 PM - 04:30 PM","437 (Cyber Security Lab)"
"CSE","1105DAHF","0/30MW 11:50 AM - 01:20 PMAB","2-501"
"CSE","1106SAJID","0/30MW 04:50 PM - 06:20 PMAB","3-901"
"CSE","1106SAJID","0/30T 10:10 AM - 01:10 PM","227 (Competitive Programming Lab)"
"CSE","1107SDNA","0/30R 03:10 PM - 04:40 PMAB","2-201"
"CSE","1107SDNA","0/30S 04:50 PM - 07:50 PM","533 (C. Lab-3)"
"CSE","1107SDNA","0/30T 03:10 PM - 04:40 PMAB","2-202"
"CSE","1108SDNA","0/30SR 01:30 PM - 03:00 PMAB","2-701"
"CSE","1108SDNA","0/30T 04:50 PM - 07:50 PM","437 (Cyber Security Lab)"
"CSE","1109ARIJIT","0/30S 04:50 PM - 07:50 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","1109ARIJIT","0/30ST 03:10 PM - 04:40 PMAB","1-501"
"CSE","11010SUDDIN","0/30SR 03:10 PM - 04:40 PMFUB-301"
"CSE","11010SUDDIN","0/30R 04:50 PM - 07:50 PM","434 (Big Data Analytics Lab)"
"CSE","11011FZRN","0/30T 01:30 PM - 04:30 PM","437 (Cyber Security Lab)"
"CSE","11011FZRN","0/30S 03:10 PM - 04:40 PMAB","2-502"
"CSE","11011FZRN","0/30R 03:10 PM - 04:40 PMAB","2-302"
"CSE","11012FZRN","0/30R 04:50 PM - 06:20 PMAB","2-302"
"CSE","11012FZRN","0/30S 04:50 PM - 06:20 PMAB","2-402"
"CSE","11012FZRN","0/30W 04:50 PM - 07:50 PM","534 (C. Lab-4)"
"CSE","11013SABBIR","0/30S 04:50 PM - 07:50 PM","227 (Competitive Programming Lab)"
"CSE","11013SABBIR","0/30TR 03:10 PM - 04:40 PMAB","3-302"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","11014PROMA","0/30ST 08:30 AM - 10:00 AMAB","2-602"
"CSE","11014PROMA","0/30M 08:00 AM - 11:00 AM","434 (Big Data Analytics Lab)"
"CSE","11015PROMA","0/30W 08:00 AM - 11:00 AM","434 (Big Data Analytics Lab)"
"CSE","11015PROMA","0/30TR 10:10 AM - 11:40 AMAB","2-601"
"CSE","11016TBA","0/30T 04:50 PM - 06:20 PMAB","2-201"
"CSE","11016TBA","0/30W 04:50 PM - 07:50 PM","531"
"CSE","11016TBA","0/30R 04:50 PM - 06:20 PMAB","2-602"
"CSE","11017TBA","0/30R 04:50 PM - 06:20 PMAB","2-701"
"CSE","11017TBA","0/30T 08:00 AM - 11:00 AM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","11017TBA","0/30T 04:50 PM - 06:20 PMAB","2-202"
"CSE","11018TBA","0/30T 04:50 PM - 06:20 PMAB","2-502"
"CSE","11018TBA","0/30T 08:00 AM - 11:00 AM","436 (Human-Computer Interaction "
"Lab)"
"CSE","11018TBA","0/30R 04:50 PM - 06:20 PMAB","2-702"
"CSE","2001IMRAN","0/30R 08:00 AM - 10:00 AM","434 (Big Data Analytics Lab)"
"CSE","2002MYMA","0/30M 08:00 AM - 10:00 AM","215 (General Purpose Programming "
"Lab)"
"CSE","2003KHALID","0/30R 10:10 AM - 12:10 PM","434 (Big Data Analytics Lab)"
"CSE","2004AUR","0/30R 10:10 AM - 12:10 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","2005TTB","0/30M 01:30 PM - 03:30 PM","437 (Cyber Security Lab)"
"CSE","2006KMSK","0/30S 10:10 AM - 12:10 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","2007NISHAT","0/30S 04:50 PM - 06:50 PM","534 (C. Lab-4)"
"CSE","2008RIFAT","0/30W 01:30 PM - 03:30 PM","215 (General Purpose Programming "
"Lab)"
"CSE","2009MAMRD","0/30W 01:30 PM - 03:30 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","20010ARMAN","0/30M 08:00 AM - 10:00 AM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","20011SABBIR","0/30M 01:30 PM - 03:30 PM","215 (General Purpose Programming "
"Lab)"
"CSE","20012MIR","0/30M 04:50 PM - 06:50 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","20013MOON","0/30W 10:10 AM - 12:10 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","20014ANTU","0/30R 01:30 PM - 03:30 PM","434 (Big Data Analytics Lab)"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","20015TBA","0/30W 01:30 PM - 03:30 PM","437 (Cyber Security Lab)"
"CSE","20016TBA","0/30S 08:00 AM - 10:00 AM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","20017TBA","0/30T 08:00 AM - 10:00 AM","630 (Software Engineering Lab)"
"CSE","20018TBA","0/30R 10:10 AM - 12:10 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","20019TBA","0/30R 10:10 AM - 12:10 PM","437 (Cyber Security Lab)"
"CSE","20020TBA","0/30T 04:50 PM - 06:50 PM","638 (Artificial Intelligence Lab)"
"CSE","2071MI","0/30MW 10:10 AM - 11:40 AM","359"
"CSE","2071MI","0/30T 10:10 AM - 12:10 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","2072MI","0/30T 01:30 PM - 03:30 PM","431 (Multi Media and Image "
"Processing Lab)"
"CSE","2072MI","0/30MW 11:50 AM - 01:20 PM","359"
"CSE","2073DAKP","0/30TR 11:50 AM - 01:20 PMFUB-104"
"CSE","2073DAKP","0/30R 01:30 PM - 03:30 PM","215 (General Purpose Programming "
"Lab)"
"CSE","2074ATIQ","0/30T 01:30 PM - 03:30 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","2074ATIQ","0/30MW 01:30 PM - 03:00 PMAB","2-301"
"CSE","2075ATIQ","0/30ST 04:50 PM - 06:20 PM","358"
"CSE","2075PC","0/30M 04:50 PM - 06:50 PM","637 (Database Lab)"
"CSE","2076MYMA","0/30TR 10:10 AM - 11:40 AMAB","1-101"
"CSE","2076MYMA","0/30M 01:30 PM - 03:30 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","2077MYMA","0/30T 04:50 PM - 06:20 PMAB","1-201"
"CSE","2077MYMA","0/30R 04:50 PM - 06:20 PMAB","1-101"
"CSE","2077MYMA","0/30W 01:30 PM - 03:30 PM","434 (Big Data Analytics Lab)"
"CSE","2078AASR","0/30TR 10:10 AM - 11:40 AMAB","2-402"
"CSE","2078AASR","0/30S 10:10 AM - 12:10 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","2079MMLI","0/30M 04:50 PM - 06:50 PM","450 (Networking Lab)"
"CSE","2079MMLI","0/30MW 01:30 PM - 03:00 PMAB","2-201"
"CSE","20710MMLI","0/30W 04:50 PM - 06:50 PM","434 (Big Data Analytics Lab)"
"CSE","20710MMLI","0/30MW 03:10 PM - 04:40 PMAB","2-301"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","20711PC","0/30S 04:50 PM - 06:50 PM","630 (Software Engineering Lab)"
"CSE","20711PC","0/30MW 01:30 PM - 03:00 PMAB","2-402"
"CSE","20712RIFAT","0/30SR 03:10 PM - 04:40 PMAB","3-301"
"CSE","20712RIFAT","0/30S 10:10 AM - 12:10 PM","227 (Competitive Programming Lab)"
"CSE","20713TBA","0/30S 08:30 AM - 10:00 AMAB","2-502"
"CSE","20713TBA","0/30R 10:10 AM - 12:10 PM","638 (Artificial Intelligence Lab)"
"CSE","20713TBA","0/30R 08:30 AM - 10:00 AMAB","2-602"
"CSE","2091SJ","0/30T 01:30 PM - 03:30 PM","547 (Electronics Lab)"
"CSE","2091SJ","0/30MW 08:30 AM - 10:00 AM","217"
"CSE","2092ALI","0/30ST 01:30 PM - 03:00 PM","217"
"CSE","2092ALI","0/30R 01:30 PM - 03:30 PM","547 (Electronics Lab)"
"CSE","2093DZIM","0/30W 01:30 PM - 03:30 PM","548 (Electrical Circuit Lab)"
"CSE","2093DZIM","0/30MW 10:10 AM - 11:40 AMAB","1-902"
"CSE","2094DZIM","0/30TR 11:50 AM - 01:20 PMAB","1-902"
"CSE","2094DZIM","0/30S 10:10 AM - 12:10 PM","547 (Electronics Lab)"
"CSE","2095SHK","0/30M 04:50 PM - 06:50 PM","548 (Electrical Circuit Lab)"
"CSE","2095SHK","0/30T 01:30 PM - 03:00 PMAB","2-601"
"CSE","2095SHK","0/30R 01:30 PM - 03:00 PMAB","2-402"
"CSE","2096SHK","0/30S 04:50 PM - 06:50 PM","638 (Artificial Intelligence Lab)"
"CSE","2096SHK","0/30TR 03:10 PM - 04:40 PMFUB-601"
"CSE","2097MKN","0/30MW 10:10 AM - 11:40 AMAB","2-501"
"CSE","2097MKN","0/30R 01:30 PM - 03:30 PM","449 (Telecommunication and Circuit "
"Lab)"
"CSE","2098MKN","0/30R 10:10 AM - 12:10 PM","548 (Electrical Circuit Lab)"
"CSE","2098MKN","0/30ST 10:10 AM - 11:40 AMAB","2-402"
"CSE","2099DOF","0/30TR 01:30 PM - 03:00 PMAB","2-302"
"CSE","2099DOF","0/30T 04:50 PM - 06:50 PM","548 (Electrical Circuit Lab)"
"CSE","20910DOF","0/30R 04:50 PM - 06:50 PM","548 (Electrical Circuit Lab)"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","20910DOF","0/30TR 03:10 PM - 04:40 PMAB","2-301"
"CSE","20911DSMU","0/30MW 01:30 PM - 03:00 PMFUB-501"
"CSE","20911DSMU","0/30M 04:50 PM - 06:50 PM","547 (Electronics Lab)"
"CSE","20912DSMU","0/30W 04:50 PM - 06:50 PM","547 (Electronics Lab)"
"CSE","20912DSMU","0/30MW 03:10 PM - 04:40 PMFUB-403"
"CSE","20913SJA","0/30R 04:50 PM - 06:50 PM","547 (Electronics Lab)"
"CSE","20913SJA","0/30MW 04:50 PM - 06:20 PMAB","1-501"
"CSE","20914DMSA","0/30TR 10:10 AM - 11:40 AMFUB-301"
"CSE","20914SJA","0/30S 08:00 AM - 10:00 AM","547 (Electronics Lab)"
"CSE","20915TBA","0/30T 04:50 PM - 06:20 PMAB","1-601"
"CSE","20915TBA","0/30R 04:50 PM - 06:20 PMAB","3-802"
"CSE","20915TBA","0/30T 10:10 AM - 12:10 PM","548 (Electrical Circuit Lab)"
"CSE","2271DSU","0/30TR 11:50 AM - 01:20 PMFUB-301"
"CSE","2271DSU","0/30S 03:10 PM - 06:10 PM","215 (General Purpose Programming "
"Lab)"
"CSE","2461DTBI","0/30S 10:10 AM - 01:10 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","2461DTBI","0/30R 11:50 AM - 01:20 PM","358"
"CSE","2461DTBI","0/30T 11:50 AM - 01:20 PMAB","2-501"
"CSE","2462DTS","0/30R 08:30 AM - 10:00 AM","225"
"CSE","2462DTS","0/30S 08:30 AM - 10:00 AM","338"
"CSE","2462DTS","0/30W 01:30 PM - 04:30 PM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","2463DTS","0/30W 04:50 PM - 07:50 PM","437 (Cyber Security Lab)"
"CSE","2463DTS","0/30T 01:30 PM - 03:00 PMFUB-403"
"CSE","2463DTS","0/30R 01:30 PM - 03:00 PM","372"
"CSE","2464DHMAI","0/30ST 01:30 PM - 03:00 PMAB","2-501"
"CSE","2464DHMAI","0/30R 04:50 PM - 07:50 PM","436 (Human-Computer Interaction "
"Lab)"
"CSE","2465DHMAI","0/30TR 03:10 PM - 04:40 PMFUB-501"
"CSE","2465DHMAI","0/30W 04:50 PM - 07:50 PM","630 (Software Engineering Lab)"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","2466FHUQ","0/30ST 08:30 AM - 10:00 AMFUB-403"
"CSE","2466FHUQ","0/30R 08:00 AM - 10:00 AM","215 (General Purpose Programming "
"Lab)"
"CSE","2467TTB","0/30S 01:30 PM - 04:30 PM","638 (Artificial Intelligence Lab)"
"CSE","2467TTB","0/30MW 08:30 AM - 10:00 AMAB","2-402"
"CSE","2468RABEA","0/30T 01:30 PM - 04:30 PM","227 (Competitive Programming Lab)"
"CSE","2468RABEA","0/30MW 10:10 AM - 11:40 AMAB","2-702"
"CSE","2469RABEA","0/30M 01:30 PM - 04:30 PM","227 (Competitive Programming Lab)"
"CSE","2469RABEA","0/30MW 08:30 AM - 10:00 AMAB","2-702"
"CSE","24610TM","0/30TR 10:10 AM - 11:40 AMAB","2-502"
"CSE","24610TM","0/30S 08:00 AM - 11:00 AM","437 (Cyber Security Lab)"
"CSE","24611TM","0/30MW 01:30 PM - 03:00 PMAB","2-302"
"CSE","24611TM","0/30W 04:50 PM - 07:50 PM","530 (C. Lab-2)"
"CSE","24612TBA","0/30T 04:50 PM - 06:20 PMAB","1-701"
"CSE","24612TBA","0/30R 08:00 AM - 11:00 AM","435 (Virtual Reality and Augmented "
"Reality Lab)"
"CSE","24612TBA","0/30R 04:50 PM - 06:20 PMFUB-802"
"CSE","2511MHR","0/30MW 10:10 AM - 11:40 AMFUB-603"
"CSE","2511MHR","0/30M 08:00 AM - 10:00 AM","547 (Electronics Lab)"
"CSE","2512MHR","0/30W 08:00 AM - 10:00 AM","547 (Electronics Lab)"
"CSE","2512MHR","0/30MW 11:50 AM - 01:20 PMAB","2-301"
"CSE","2513SJ","0/30ST 10:10 AM - 11:40 AMFUB-203"
"CSE","2513SJ","0/30R 10:10 AM - 12:10 PM","547 (Electronics Lab)"
"CSE","2514SJ","0/30M 10:10 AM - 12:10 PM","547 (Electronics Lab)"
"CSE","2514SJ","0/30ST 11:50 AM - 01:20 PMFUB-401"
"CSE","2515RDA","0/30SR 01:30 PM - 03:00 PMAB","2-601"
"CSE","2515RDA","0/30W 10:10 AM - 12:10 PM","547 (Electronics Lab)"
"CSE","2516RDA","0/30MW 03:10 PM - 04:40 PMAB","2-501"
"CSE","2516RDA","0/30T 01:30 PM - 03:30 PM","548 (Electrical Circuit Lab)"
""
"ewucoursetracker.live"
"Course","Sec","Faculty","Capacity","Timing","Room No"
"CSE","2517SHK","0/30MW 03:10 PM - 04:40 PMAB","2-502"
"CSE","2517SHK","0/30W 04:50 PM - 06:50 PM","548 (Electrical Circuit Lab)"
"CSE","2518MKN","0/30W 01:30 PM - 03:30 PM","449 (Telecommunication and Circuit "
"Lab)"
"CSE","2518PMSR","0/30ST 03:10 PM - 04:40 PMFUB-401"
"CSE","2519KOUSHIK","0/30M 01:30 PM - 03:30 PM","547 (Electronics Lab)"
"CSE","2519PMSR","0/30ST 04:50 PM - 06:20 PM","212"
"CSE","25110SJA","0/30S 04:50 PM - 06:50 PM","547 (Electronics Lab)"
"CSE","25110SJA","0/30T 01:30 PM - 03:00 PMAB","1-901"
"CSE","25110SJA","0/30R 01:30 PM - 03:00 PMAB","1-401"
"CSE","25111SJA","0/30R 03:10 PM - 04:10 PMAB","1-201"
"CSE","25111SJA","0/30T 04:50 PM - 06:50 PM","547 (Electronics Lab)"
"CSE","25111SJA","0/30T 03:10 PM - 04:40 PMAB","1-902"
"CSE","25112TBA","0/30S 08:30 AM - 10:00 AMAB","2-302"
"CSE","25112TBA","0/30T 08:00 AM - 10:00 AM","547 (Electronics Lab)"
"CSE","25112TBA","0/30R 08:30 AM - 10:00 AMAB","2-501"
"CSE","25113TBA","0/30R 03:10 PM - 04:40 PMFUB-104"
"CSE","25113TBA","0/30T 01:30 PM - 03:30 PM","449 (Telecommunication and Circuit "
"Lab)"
"CSE","25113TBA","0/30S 03:10 PM - 04:40 PM","354 (Lecture Gallery)"
